away,awayScore,date,gamePk,gameType,home,homeScore,season
New York Islanders,0,2018-12-23,2018020564,R,Dallas Stars,0,20182019
Los Angeles Kings,0,2018-12-23,2018020565,R,Vegas Golden Knights,0,20182019
Arizona Coyotes,0,2018-12-23,2018020566,R,San Jose Sharks,0,20182019
New Jersey Devils,0,2018-12-27,2018020567,R,Boston Bruins,0,20182019
Columbus Blue Jackets,0,2018-12-27,2018020568,R,New York Rangers,0,20182019
Detroit Red Wings,0,2018-12-27,2018020569,R,Pittsburgh Penguins,0,20182019
Carolina Hurricanes,0,2018-12-27,2018020570,R,Washington Capitals,0,20182019
Philadelphia Flyers,0,2018-12-27,2018020571,R,Tampa Bay Lightning,0,20182019
Buffalo Sabres,0,2018-12-27,2018020572,R,St. Louis Blues,0,20182019
Dallas Stars,0,2018-12-27,2018020573,R,Nashville Predators,0,20182019
Calgary Flames,0,2018-12-27,2018020574,R,Winnipeg Jets,0,20182019
Minnesota Wild,0,2018-12-27,2018020575,R,Chicago Blackhawks,0,20182019
Vancouver Canucks,0,2018-12-27,2018020576,R,Edmonton Oilers,0,20182019
Colorado Avalanche,0,2018-12-27,2018020577,R,Vegas Golden Knights,0,20182019
Arizona Coyotes,0,2018-12-27,2018020578,R,Los Angeles Kings,0,20182019
Anaheim Ducks,0,2018-12-27,2018020579,R,San Jose Sharks,0,20182019
Montréal Canadiens,0,2018-12-28,2018020580,R,Florida Panthers,0,20182019
Ottawa Senators,0,2018-12-28,2018020581,R,New York Islanders,0,20182019
Toronto Maple Leafs,0,2018-12-28,2018020582,R,Columbus Blue Jackets,0,20182019
Carolina Hurricanes,0,2018-12-29,2018020583,R,New Jersey Devils,0,20182019
Minnesota Wild,0,2018-12-29,2018020584,R,Winnipeg Jets,0,20182019
San Jose Sharks,0,2018-12-29,2018020585,R,Edmonton Oilers,0,20182019
Vegas Golden Knights,0,2018-12-29,2018020586,R,Los Angeles Kings,0,20182019
Boston Bruins,0,2018-12-29,2018020587,R,Buffalo Sabres,0,20182019
New York Islanders,0,2018-12-29,2018020588,R,Toronto Maple Leafs,0,20182019
Washington Capitals,0,2018-12-29,2018020589,R,Ottawa Senators,0,20182019
Montréal Canadiens,0,2018-12-29,2018020590,R,Tampa Bay Lightning,0,20182019
Philadelphia Flyers,0,2018-12-29,2018020591,R,Florida Panthers,0,20182019
Pittsburgh Penguins,0,2018-12-29,2018020592,R,St. Louis Blues,0,20182019
New York Rangers,0,2018-12-29,2018020593,R,Nashville Predators,0,20182019
Detroit Red Wings,0,2018-12-29,2018020594,R,Dallas Stars,0,20182019
Chicago Blackhawks,0,2018-12-29,2018020595,R,Colorado Avalanche,0,20182019
Vancouver Canucks,0,2018-12-29,2018020596,R,Calgary Flames,0,20182019
Arizona Coyotes,0,2018-12-29,2018020597,R,Anaheim Ducks,0,20182019
Vegas Golden Knights,0,2018-12-30,2018020598,R,Arizona Coyotes,0,20182019
Nashville Predators,0,2018-12-31,2018020599,R,Washington Capitals,0,20182019
Vancouver Canucks,0,2018-12-31,2018020600,R,New Jersey Devils,0,20182019
New York Islanders,0,2018-12-31,2018020601,R,Buffalo Sabres,0,20182019
Philadelphia Flyers,0,2018-12-31,2018020602,R,Carolina Hurricanes,0,20182019
Pittsburgh Penguins,0,2018-12-31,2018020603,R,Minnesota Wild,0,20182019
Ottawa Senators,0,2018-12-31,2018020604,R,Columbus Blue Jackets,0,20182019
New York Rangers,0,2018-12-31,2018020605,R,St. Louis Blues,0,20182019
Florida Panthers,0,2018-12-31,2018020606,R,Detroit Red Wings,0,20182019
Los Angeles Kings,0,2018-12-31,2018020607,R,Colorado Avalanche,0,20182019
Tampa Bay Lightning,0,2018-12-31,2018020611,R,Anaheim Ducks,0,20182019
Montréal Canadiens,0,2018-12-31,2018020608,R,Dallas Stars,0,20182019
San Jose Sharks,0,2018-12-31,2018020609,R,Calgary Flames,0,20182019
Winnipeg Jets,0,2018-12-31,2018020610,R,Edmonton Oilers,0,20182019
Boston Bruins,0,2019-01-01,2018020612,R,Chicago Blackhawks,0,20182019
Philadelphia Flyers,0,2019-01-01,2018020613,R,Nashville Predators,0,20182019
Los Angeles Kings,0,2019-01-01,2018020614,R,Vegas Golden Knights,0,20182019
Vancouver Canucks,0,2019-01-02,2018020615,R,Ottawa Senators,0,20182019
Calgary Flames,0,2019-01-02,2018020616,R,Detroit Red Wings,0,20182019
Pittsburgh Penguins,0,2019-01-02,2018020617,R,New York Rangers,0,20182019
New Jersey Devils,0,2019-01-02,2018020618,R,Dallas Stars,0,20182019
San Jose Sharks,0,2019-01-02,2018020619,R,Colorado Avalanche,0,20182019
Edmonton Oilers,0,2019-01-02,2018020620,R,Arizona Coyotes,0,20182019
Minnesota Wild,0,2019-01-03,2018020621,R,Toronto Maple Leafs,0,20182019
Calgary Flames,0,2019-01-03,2018020622,R,Boston Bruins,0,20182019
Florida Panthers,0,2019-01-03,2018020623,R,Buffalo Sabres,0,20182019
Carolina Hurricanes,0,2019-01-03,2018020625,R,Philadelphia Flyers,0,20182019
Chicago Blackhawks,0,2019-01-03,2018020624,R,New York Islanders,0,20182019
Vancouver Canucks,0,2019-01-03,2018020626,R,Montréal Canadiens,0,20182019
Washington Capitals,0,2019-01-03,2018020627,R,St. Louis Blues,0,20182019
Tampa Bay Lightning,0,2019-01-03,2018020628,R,Los Angeles Kings,0,20182019
Winnipeg Jets,0,2019-01-04,2018020629,R,Pittsburgh Penguins,0,20182019
Nashville Predators,0,2019-01-04,2018020630,R,Detroit Red Wings,0,20182019
Columbus Blue Jackets,0,2019-01-04,2018020631,R,Carolina Hurricanes,0,20182019
Washington Capitals,0,2019-01-04,2018020632,R,Dallas Stars,0,20182019
New York Rangers,0,2019-01-04,2018020633,R,Colorado Avalanche,0,20182019
New Jersey Devils,0,2019-01-04,2018020634,R,Arizona Coyotes,0,20182019
Vegas Golden Knights,0,2019-01-04,2018020635,R,Anaheim Ducks,0,20182019
Calgary Flames,0,2019-01-05,2018020636,R,Philadelphia Flyers,0,20182019
Minnesota Wild,0,2019-01-05,2018020637,R,Ottawa Senators,0,20182019
Buffalo Sabres,0,2019-01-05,2018020638,R,Boston Bruins,0,20182019
Vancouver Canucks,0,2019-01-05,2018020639,R,Toronto Maple Leafs,0,20182019
Nashville Predators,0,2019-01-05,2018020640,R,Montréal Canadiens,0,20182019
Columbus Blue Jackets,0,2019-01-05,2018020641,R,Florida Panthers,0,20182019
New York Islanders,0,2019-01-05,2018020642,R,St. Louis Blues,0,20182019
Edmonton Oilers,0,2019-01-05,2018020643,R,Los Angeles Kings,0,20182019
Tampa Bay Lightning,0,2019-01-05,2018020644,R,San Jose Sharks,0,20182019
Carolina Hurricanes,0,2019-01-06,2018020647,R,Ottawa Senators,0,20182019
New York Rangers,0,2019-01-06,2018020645,R,Arizona Coyotes,0,20182019
New Jersey Devils,0,2019-01-06,2018020646,R,Vegas Golden Knights,0,20182019
Washington Capitals,0,2019-01-06,2018020648,R,Detroit Red Wings,0,20182019
Dallas Stars,0,2019-01-06,2018020649,R,Winnipeg Jets,0,20182019
Chicago Blackhawks,0,2019-01-06,2018020650,R,Pittsburgh Penguins,0,20182019
Edmonton Oilers,0,2019-01-06,2018020651,R,Anaheim Ducks,0,20182019
Nashville Predators,0,2019-01-07,2018020652,R,Toronto Maple Leafs,0,20182019
St. Louis Blues,0,2019-01-07,2018020653,R,Philadelphia Flyers,0,20182019
Minnesota Wild,0,2019-01-07,2018020654,R,Montréal Canadiens,0,20182019
Calgary Flames,0,2019-01-07,2018020655,R,Chicago Blackhawks,0,20182019
Los Angeles Kings,0,2019-01-07,2018020656,R,San Jose Sharks,0,20182019
Minnesota Wild,0,2019-01-08,2018020657,R,Boston Bruins,0,20182019
New Jersey Devils,0,2019-01-08,2018020658,R,Buffalo Sabres,0,20182019
Carolina Hurricanes,0,2019-01-08,2018020659,R,New York Islanders,0,20182019
Florida Panthers,0,2019-01-08,2018020660,R,Pittsburgh Penguins,0,20182019
Philadelphia Flyers,0,2019-01-08,2018020661,R,Washington Capitals,0,20182019
Montréal Canadiens,0,2019-01-08,2018020662,R,Detroit Red Wings,0,20182019
Columbus Blue Jackets,0,2019-01-08,2018020663,R,Tampa Bay Lightning,0,20182019
Dallas Stars,0,2019-01-08,2018020664,R,St. Louis Blues,0,20182019
Colorado Avalanche,0,2019-01-08,2018020665,R,Winnipeg Jets,0,20182019
New York Rangers,0,2019-01-08,2018020666,R,Vegas Golden Knights,0,20182019
Edmonton Oilers,0,2019-01-08,2018020667,R,San Jose Sharks,0,20182019
Nashville Predators,0,2019-01-09,2018020668,R,Chicago Blackhawks,0,20182019
Colorado Avalanche,0,2019-01-09,2018020669,R,Calgary Flames,0,20182019
Ottawa Senators,0,2019-01-09,2018020670,R,Anaheim Ducks,0,20182019
Washington Capitals,0,2019-01-10,2018020671,R,Boston Bruins,0,20182019
Toronto Maple Leafs,0,2019-01-10,2018020672,R,New Jersey Devils,0,20182019
New York Islanders,0,2019-01-10,2018020673,R,New York Rangers,0,20182019
Dallas Stars,0,2019-01-10,2018020674,R,Philadelphia Flyers,0,20182019
Nashville Predators,0,2019-01-10,2018020675,R,Columbus Blue Jackets,0,20182019
Carolina Hurricanes,0,2019-01-10,2018020676,R,Tampa Bay Lightning,0,20182019
Montréal Canadiens,0,2019-01-10,2018020677,R,St. Louis Blues,0,20182019
Winnipeg Jets,0,2019-01-10,2018020678,R,Minnesota Wild,0,20182019
Florida Panthers,0,2019-01-10,2018020679,R,Edmonton Oilers,0,20182019
Arizona Coyotes,0,2019-01-10,2018020680,R,Vancouver Canucks,0,20182019
San Jose Sharks,0,2019-01-10,2018020681,R,Vegas Golden Knights,0,20182019
Ottawa Senators,0,2019-01-10,2018020682,R,Los Angeles Kings,0,20182019
Buffalo Sabres,0,2019-01-11,2018020683,R,Carolina Hurricanes,0,20182019
Detroit Red Wings,0,2019-01-11,2018020684,R,Winnipeg Jets,0,20182019
Florida Panthers,0,2019-01-11,2018020685,R,Calgary Flames,0,20182019
Pittsburgh Penguins,0,2019-01-11,2018020686,R,Anaheim Ducks,0,20182019
Philadelphia Flyers,0,2019-01-12,2018020687,R,New Jersey Devils,0,20182019
New York Rangers,0,2019-01-12,2018020688,R,New York Islanders,0,20182019
Tampa Bay Lightning,0,2019-01-12,2018020689,R,Buffalo Sabres,0,20182019
Boston Bruins,0,2019-01-12,2018020690,R,Toronto Maple Leafs,0,20182019
Colorado Avalanche,0,2019-01-12,2018020691,R,Montréal Canadiens,0,20182019
Columbus Blue Jackets,0,2019-01-12,2018020692,R,Washington Capitals,0,20182019
Detroit Red Wings,0,2019-01-12,2018020693,R,Minnesota Wild,0,20182019
Vegas Golden Knights,0,2019-01-12,2018020694,R,Chicago Blackhawks,0,20182019
St. Louis Blues,0,2019-01-12,2018020695,R,Dallas Stars,0,20182019
Arizona Coyotes,0,2019-01-12,2018020696,R,Edmonton Oilers,0,20182019
Ottawa Senators,0,2019-01-12,2018020697,R,San Jose Sharks,0,20182019
Pittsburgh Penguins,0,2019-01-12,2018020698,R,Los Angeles Kings,0,20182019
Nashville Predators,0,2019-01-13,2018020699,R,Carolina Hurricanes,0,20182019
New York Rangers,0,2019-01-13,2018020700,R,Columbus Blue Jackets,0,20182019
Anaheim Ducks,0,2019-01-13,2018020701,R,Winnipeg Jets,0,20182019
Tampa Bay Lightning,0,2019-01-13,2018020702,R,New York Islanders,0,20182019
Florida Panthers,0,2019-01-13,2018020703,R,Vancouver Canucks,0,20182019
Arizona Coyotes,0,2019-01-13,2018020704,R,Calgary Flames,0,20182019
Colorado Avalanche,0,2019-01-14,2018020706,R,Toronto Maple Leafs,0,20182019
Chicago Blackhawks,0,2019-01-14,2018020707,R,New Jersey Devils,0,20182019
Minnesota Wild,0,2019-01-14,2018020708,R,Philadelphia Flyers,0,20182019
St. Louis Blues,0,2019-01-14,2018020709,R,Washington Capitals,0,20182019
Montréal Canadiens,0,2019-01-14,2018020705,R,Boston Bruins,0,20182019
Buffalo Sabres,0,2019-01-14,2018020710,R,Edmonton Oilers,0,20182019
St. Louis Blues,0,2019-01-15,2018020711,R,New York Islanders,0,20182019
Carolina Hurricanes,0,2019-01-15,2018020712,R,New York Rangers,0,20182019
New Jersey Devils,0,2019-01-15,2018020713,R,Columbus Blue Jackets,0,20182019
Florida Panthers,0,2019-01-15,2018020714,R,Montréal Canadiens,0,20182019
Anaheim Ducks,0,2019-01-15,2018020715,R,Detroit Red Wings,0,20182019
Washington Capitals,0,2019-01-15,2018020716,R,Nashville Predators,0,20182019
Los Angeles Kings,0,2019-01-15,2018020717,R,Minnesota Wild,0,20182019
Vegas Golden Knights,0,2019-01-15,2018020718,R,Winnipeg Jets,0,20182019
Tampa Bay Lightning,0,2019-01-15,2018020719,R,Dallas Stars,0,20182019
Pittsburgh Penguins,0,2019-01-15,2018020720,R,San Jose Sharks,0,20182019
Colorado Avalanche,0,2019-01-16,2018020721,R,Ottawa Senators,0,20182019
Boston Bruins,0,2019-01-16,2018020722,R,Philadelphia Flyers,0,20182019
Buffalo Sabres,0,2019-01-16,2018020723,R,Calgary Flames,0,20182019
Edmonton Oilers,0,2019-01-16,2018020724,R,Vancouver Canucks,0,20182019
San Jose Sharks,0,2019-01-16,2018020725,R,Arizona Coyotes,0,20182019
St. Louis Blues,0,2019-01-17,2018020726,R,Boston Bruins,0,20182019
New Jersey Devils,0,2019-01-17,2018020727,R,New York Islanders,0,20182019
Chicago Blackhawks,0,2019-01-17,2018020728,R,New York Rangers,0,20182019
Toronto Maple Leafs,0,2019-01-17,2018020729,R,Tampa Bay Lightning,0,20182019
Winnipeg Jets,0,2019-01-17,2018020730,R,Nashville Predators,0,20182019
Anaheim Ducks,0,2019-01-17,2018020731,R,Minnesota Wild,0,20182019
Los Angeles Kings,0,2019-01-17,2018020732,R,Dallas Stars,0,20182019
Toronto Maple Leafs,0,2019-01-18,2018020733,R,Florida Panthers,0,20182019
Montréal Canadiens,0,2019-01-18,2018020734,R,Columbus Blue Jackets,0,20182019
New York Islanders,0,2019-01-18,2018020735,R,Washington Capitals,0,20182019
Ottawa Senators,0,2019-01-18,2018020736,R,Carolina Hurricanes,0,20182019
Detroit Red Wings,0,2019-01-18,2018020737,R,Calgary Flames,0,20182019
Pittsburgh Penguins,0,2019-01-18,2018020738,R,Arizona Coyotes,0,20182019
